TF	Target	Experimentos
AT3G56400	AT3G16700	1/1
AT3G18990	AT3G16700	1/1
AT1G62300	AT3G16700	1/1
AT3G24120	AT3G24730	2/2
AT2G28810	AT3G24730	1/2
AT1G28470	AT3G24730	1/2
AT5G45580	AT3G24730	2/2
AT5G65410	AT3G24730	1/2
AT5G39760	AT3G24730	1/2
AT5G03790	AT3G24730	1/2
AT1G27730	AT3G24730	1/2
AT3G45610	AT3G24730	2/2
AT1G75240	AT3G24730	1/2
AT5G51990	AT3G24730	1/2
AT5G60850	AT3G24730	1/2
AT3G28920	AT3G24730	1/2
AT3G15270	AT3G24730	1/2
AT2G45410	AT3G24730	2/2
AT1G19210	AT3G24730	1/2
AT2G20110	AT3G24730	1/2
AT2G01060	AT3G24730	1/2
AT4G28500	AT3G24730	1/2
AT1G16490	AT3G24730	1/2
AT4G14770	AT3G24730	1/2
AT2G18550	AT3G24730	1/2
AT2G45420	AT3G24730	2/2
AT5G05550	AT3G24730	1/2
AT4G25490	AT3G24730	1/2
AT3G12720	AT3G24730	1/1
AT1G12630	AT3G24730	1/2
AT1G06850	AT3G24730	1/2
AT4G21040	AT3G24730	1/1
AT2G46270	AT3G24730	1/2
AT1G14687	AT3G24730	1/1
AT1G31140	AT3G24730	1/1
AT4G25470	AT3G24730	1/2
AT5G52020	AT3G24730	1/2
AT4G25480	AT3G24730	1/2
AT2G06200	AT3G24730	1/1
AT4G00730	AT3G24730	1/1
AT2G42430	AT3G24730	1/2
AT5G22990	AT3G24730	1/1
AT4G29230	AT3G24730	1/1
AT5G62320	AT3G24730	1/1
AT2G15740	AT3G24730	1/1
AT3G24120	AT3G25013	1/2
AT1G18330	AT3G25013	2/2
AT5G45580	AT3G25013	2/2
AT2G42200	AT3G25013	1/2
AT1G79580	AT3G25013	2/2
AT5G17300	AT3G25013	1/2
AT1G49480	AT3G25013	1/2
AT3G22830	AT3G25013	2/2
AT1G01060	AT3G25013	2/2
AT3G15270	AT3G25013	1/2
AT3G04030	AT3G25013	1/2
AT2G20110	AT3G25013	1/2
AT5G16820	AT3G25013	2/2
AT5G67190	AT3G25013	1/2
AT4G14770	AT3G25013	1/2
AT2G40260	AT3G25013	2/2
AT3G10113	AT3G25013	1/1
AT5G05550	AT3G25013	1/2
AT3G22760	AT3G25013	1/2
AT3G20310	AT3G25013	1/2
AT2G01940	AT3G25013	1/2
AT3G57920	AT3G25013	1/1
AT1G69780	AT3G25013	1/1
AT3G15210	AT3G25013	1/2
AT5G51190	AT3G25013	1/2
AT2G47070	AT3G25013	1/2
AT1G71450	AT3G25013	1/1
AT5G64750	AT3G25013	1/2
AT4G18170	AT3G25013	1/1
AT2G02080	AT3G25013	1/1
AT3G24520	AT3G25013	2/2
AT2G02070	AT3G25013	1/1
AT4G34410	AT3G25013	1/2
AT5G46830	AT3G25013	1/1
AT5G66730	AT3G25013	1/2
AT3G09735	AT3G25013	1/1
AT1G55110	AT3G25013	1/1
AT4G11660	AT3G25013	1/2
AT1G20980	AT3G25013	1/1
AT3G24120	AT3G25100	2/2
AT5G45580	AT3G25100	1/2
AT2G42200	AT3G25100	2/2
AT3G22830	AT3G25100	1/2
AT1G19000	AT3G25100	1/2
AT2G23320	AT3G25100	1/2
AT1G49010	AT3G25100	1/2
AT3G15270	AT3G25100	2/2
AT5G16820	AT3G25100	2/2
AT2G30250	AT3G25100	1/2
AT1G49560	AT3G25100	2/2
AT2G45420	AT3G25100	1/2
AT1G08320	AT3G25100	1/2
AT4G37180	AT3G25100	2/2
AT4G21080	AT3G25100	1/1
AT5G06100	AT3G25100	1/1
AT3G57920	AT3G25100	1/1
AT2G01930	AT3G25100	1/2
AT4G21040	AT3G25100	1/1
AT2G02820	AT3G25100	1/2
AT1G13260	AT3G25100	2/2
AT1G34190	AT3G25100	1/2
AT1G25550	AT3G25100	1/2
AT1G34180	AT3G25100	1/1
AT2G47070	AT3G25100	1/2
AT2G03500	AT3G25100	1/1
AT1G68670	AT3G25100	1/2
AT4G00250	AT3G25100	1/1
AT3G12730	AT3G25100	1/1
AT4G34590	AT3G25100	1/1
AT1G69180	AT3G25100	1/1
AT5G04390	AT3G25100	1/1
AT3G53200	AT3G25100	1/2
AT5G46830	AT3G25100	1/1
AT3G04070	AT3G25100	1/1
AT3G15500	AT3G25100	1/1
AT4G38170	AT3G25100	1/2
AT1G35460	AT3G25100	1/1
AT1G20980	AT3G25100	1/1
AT3G60530	AT3G25100	1/1
AT3G24120	AT3G25580	1/2
AT2G28810	AT3G25580	2/2
AT1G28470	AT3G25580	2/2
AT5G02460	AT3G25580	2/2
AT5G65310	AT3G25580	1/2
AT1G79580	AT3G25580	2/2
AT5G65410	AT3G25580	1/2
AT5G66940	AT3G25580	2/2
AT1G49480	AT3G25580	2/2
AT3G22830	AT3G25580	2/2
AT1G64620	AT3G25580	1/2
AT1G75240	AT3G25580	1/2
AT5G60850	AT3G25580	1/2
AT1G49010	AT3G25580	1/2
AT2G46770	AT3G25580	1/2
AT2G37590	AT3G25580	2/2
AT1G19850	AT3G25580	1/1
AT3G47500	AT3G25580	2/2
AT5G16820	AT3G25580	2/2
AT5G62940	AT3G25580	1/1
AT4G28500	AT3G25580	1/2
AT2G40260	AT3G25580	1/2
AT3G50410	AT3G25580	1/1
AT5G52660	AT3G25580	1/2
AT2G01940	AT3G25580	1/2
AT5G58900	AT3G25580	1/1
AT4G21040	AT3G25580	1/1
AT5G62380	AT3G25580	1/2
AT4G01540	AT3G25580	2/2
AT1G31140	AT3G25580	1/1
AT1G34180	AT3G25580	1/1
AT1G69570	AT3G25580	1/2
AT1G29160	AT3G25580	1/1
AT1G19790	AT3G25580	1/1
AT3G09735	AT3G25580	1/1
AT1G02250	AT3G25580	1/1
AT1G18330	AT3G27999	2/2
AT5G65410	AT3G27999	1/2
AT5G39760	AT3G27999	1/2
AT5G17300	AT3G27999	1/2
AT1G49480	AT3G27999	1/2
AT1G01060	AT3G27999	2/2
AT5G51990	AT3G27999	1/2
AT1G19000	AT3G27999	2/2
AT5G56840	AT3G27999	2/2
AT3G09600	AT3G27999	2/2
AT1G49010	AT3G27999	2/2
AT3G28920	AT3G27999	1/2
AT2G20110	AT3G27999	1/2
AT4G01280	AT3G27999	1/2
AT1G19850	AT3G27999	1/1
AT5G52830	AT3G27999	1/2
AT2G40260	AT3G27999	2/2
AT3G10113	AT3G27999	1/1
AT5G61620	AT3G27999	1/2
AT5G52660	AT3G27999	1/2
AT4G25490	AT3G27999	1/2
AT2G01940	AT3G27999	1/2
AT5G58900	AT3G27999	1/1
AT5G47390	AT3G27999	1/1
AT4G25470	AT3G27999	1/2
AT1G30650	AT3G27999	1/2
AT5G08520	AT3G27999	1/2
AT4G18170	AT3G27999	1/1
AT4G00250	AT3G27999	1/1
AT2G40740	AT3G27999	1/1
AT1G29860	AT3G27999	1/1
AT1G74840	AT3G27999	1/1
AT3G56400	AT3G27999	1/1
AT1G47655	AT3G27999	1/2
AT4G38170	AT3G27999	1/2
AT1G20910	AT3G27999	1/1
AT1G62300	AT3G27999	1/1
AT5G24110	AT3G27999	1/1
AT4G22070	AT3G27999	1/1
AT3G42860	AT3G27999	1/1
AT3G24120	AT3G44790	2/2
AT2G28810	AT3G44790	2/2
AT5G45580	AT3G44790	2/2
AT5G02460	AT3G44790	2/2
AT5G66940	AT3G44790	2/2
AT1G27730	AT3G44790	2/2
AT3G45610	AT3G44790	1/2
AT1G64620	AT3G44790	1/2
AT5G13080	AT3G44790	1/2
AT1G19000	AT3G44790	2/2
AT5G60850	AT3G44790	1/2
AT2G23320	AT3G44790	1/2
AT3G52440	AT3G44790	1/2
AT3G04030	AT3G44790	1/2
AT2G01060	AT3G44790	2/2
AT1G19850	AT3G44790	1/1
AT5G46350	AT3G44790	1/2
AT5G62940	AT3G44790	1/1
AT2G30250	AT3G44790	1/2
AT5G41570	AT3G44790	1/2
AT4G37180	AT3G44790	1/2
AT3G50410	AT3G44790	1/1
AT5G63260	AT3G44790	1/2
AT4G23550	AT3G44790	1/2
AT2G01940	AT3G44790	1/2
AT4G21040	AT3G44790	1/1
AT5G60130	AT3G44790	1/1
AT5G26170	AT3G44790	1/1
AT3G01530	AT3G44790	1/1
AT1G68320	AT3G44790	1/1
AT3G12130	AT3G44790	1/1
AT5G62000	AT3G44790	1/1
AT4G38000	AT3G44790	1/2
AT4G00250	AT3G44790	1/1
AT3G24520	AT3G44790	1/2
AT1G25340	AT3G44790	1/1
AT5G04390	AT3G44790	1/1
AT5G17800	AT3G44790	2/2
AT2G28810	AT3G51380	1/2
AT5G02460	AT3G51380	1/2
AT1G79580	AT3G51380	2/2
AT3G22830	AT3G51380	1/2
AT3G50260	AT3G51380	2/2
AT5G51990	AT3G51380	2/2
AT5G60850	AT3G51380	1/2
AT1G77200	AT3G51380	2/2
AT2G46770	AT3G51380	2/2
AT1G19210	AT3G51380	1/2
AT1G19850	AT3G51380	1/1
AT3G50060	AT3G51380	1/1
AT5G67190	AT3G51380	1/2
AT1G72740	AT3G51380	1/2
AT2G33710	AT3G51380	1/2
AT4G25490	AT3G51380	2/2
AT1G12630	AT3G51380	2/2
AT2G01930	AT3G51380	1/2
AT5G19790	AT3G51380	1/2
AT4G16750	AT3G51380	1/1
AT4G25470	AT3G51380	2/2
AT2G23340	AT3G51380	1/2
AT5G52020	AT3G51380	2/2
AT1G71450	AT3G51380	1/1
AT4G25480	AT3G51380	1/2
AT3G16280	AT3G51380	1/1
AT3G01530	AT3G51380	1/1
AT2G31220	AT3G51380	1/2
AT1G25340	AT3G51380	1/1
AT3G53200	AT3G51380	2/2
AT3G60490	AT3G51380	1/1
AT3G04070	AT3G51380	1/1
AT3G15500	AT3G51380	1/1
AT5G66300	AT3G51380	1/2
AT2G35700	AT3G51380	1/1
AT2G44940	AT3G51380	1/1
AT4G01500	AT3G51380	1/1
AT3G24120	AT3G52748	1/2
AT1G18330	AT3G52748	2/2
AT2G28810	AT3G52748	2/2
AT5G45580	AT3G52748	2/2
AT5G02460	AT3G52748	2/2
AT5G66940	AT3G52748	2/2
AT5G03790	AT3G52748	1/2
AT1G49480	AT3G52748	1/2
AT3G45610	AT3G52748	2/2
AT1G64620	AT3G52748	1/2
AT4G31800	AT3G52748	1/2
AT5G51990	AT3G52748	2/2
AT3G09600	AT3G52748	1/2
AT3G52440	AT3G52748	1/2
AT2G37590	AT3G52748	1/2
AT2G46590	AT3G52748	1/2
AT2G01060	AT3G52748	2/2
AT1G19850	AT3G52748	1/1
AT5G46350	AT3G52748	1/2
AT5G62940	AT3G52748	1/1
AT2G30250	AT3G52748	1/2
AT4G28500	AT3G52748	1/2
AT2G40260	AT3G52748	1/2
AT3G55370	AT3G52748	1/2
AT3G10113	AT3G52748	1/1
AT1G72740	AT3G52748	1/2
AT3G50410	AT3G52748	1/1
AT5G63260	AT3G52748	1/2
AT4G21080	AT3G52748	1/1
AT4G25470	AT3G52748	1/2
AT3G01970	AT3G52748	1/2
AT4G18170	AT3G52748	1/1
AT3G12130	AT3G52748	1/1
AT1G51700	AT3G52748	1/1
AT3G49530	AT3G52748	2/2
AT1G29160	AT3G52748	1/1
AT1G29860	AT3G52748	1/1
AT5G09410	AT3G52748	1/1
AT3G24120	AT3G53220	2/2
AT5G45580	AT3G53220	1/2
AT4G01250	AT3G53220	2/2
AT3G22830	AT3G53220	2/2
AT5G13080	AT3G53220	1/2
AT5G60850	AT3G53220	1/2
AT2G23320	AT3G53220	1/2
AT1G06280	AT3G53220	2/2
AT5G46350	AT3G53220	1/2
AT5G16820	AT3G53220	2/2
AT1G29280	AT3G53220	1/2
AT5G52830	AT3G53220	1/2
AT1G49560	AT3G53220	2/2
AT1G16490	AT3G53220	2/2
AT3G04060	AT3G53220	1/2
AT5G56110	AT3G53220	1/2
AT1G74650	AT3G53220	1/1
AT3G12720	AT3G53220	1/1
AT4G21040	AT3G53220	1/1
AT2G02820	AT3G53220	1/2
AT5G58850	AT3G53220	2/2
AT1G25550	AT3G53220	2/2
AT3G02940	AT3G53220	1/2
AT3G08500	AT3G53220	1/1
AT3G01530	AT3G53220	1/1
AT1G68320	AT3G53220	1/1
AT1G68670	AT3G53220	1/2
AT2G32460	AT3G53220	1/2
AT4G26030	AT3G53220	1/1
AT2G22430	AT3G53220	1/1
AT1G51220	AT3G53220	1/2
AT3G24520	AT3G53220	1/2
AT3G56400	AT3G53220	1/1
AT3G09735	AT3G53220	1/1
AT2G36010	AT3G53220	1/2
AT4G18770	AT3G53220	1/1
AT5G62320	AT3G53220	1/1
AT4G01500	AT3G53220	1/1
AT3G24120	AT3G55930	1/2
AT1G18330	AT3G55930	2/2
AT2G28810	AT3G55930	2/2
AT1G28470	AT3G55930	2/2
AT4G36740	AT3G55930	1/2
AT5G45580	AT3G55930	1/2
AT5G02460	AT3G55930	1/2
AT5G39760	AT3G55930	1/2
AT3G45610	AT3G55930	1/2
AT1G64620	AT3G55930	1/2
AT1G75240	AT3G55930	1/2
AT3G52440	AT3G55930	1/2
AT2G31230	AT3G55930	1/2
AT2G37590	AT3G55930	1/2
AT3G15270	AT3G55930	1/2
AT2G46590	AT3G55930	1/2
AT5G04410	AT3G55930	1/2
AT2G01060	AT3G55930	2/2
AT4G32730	AT3G55930	1/2
AT5G62940	AT3G55930	1/1
AT4G28500	AT3G55930	1/2
AT3G18400	AT3G55930	1/2
AT3G10480	AT3G55930	1/2
AT3G10113	AT3G55930	1/1
AT1G72740	AT3G55930	2/2
AT5G63260	AT3G55930	1/2
AT4G21080	AT3G55930	1/1
AT3G04060	AT3G55930	1/2
AT1G74650	AT3G55930	1/1
AT2G01930	AT3G55930	1/2
AT4G21040	AT3G55930	1/1
AT5G47390	AT3G55930	1/1
AT1G31140	AT3G55930	1/1
AT1G51700	AT3G55930	1/1
AT4G00250	AT3G55930	1/1
AT1G19790	AT3G55930	1/1
AT1G52880	AT3G55930	1/2
AT2G33550	AT3G55930	1/1
AT1G54330	AT3G55930	1/1
AT5G67580	AT3G55930	1/1
AT2G20400	AT3G55930	1/1
AT4G29230	AT3G55930	1/1
AT2G42200	AT3G56860	2/2
AT1G69010	AT3G56860	1/2
AT3G12250	AT3G56860	2/2
AT2G31230	AT3G56860	2/2
AT1G77200	AT3G56860	1/2
AT3G15270	AT3G56860	2/2
AT1G19850	AT3G56860	1/1
AT2G22540	AT3G56860	1/2
AT1G77920	AT3G56860	1/2
AT5G61620	AT3G56860	1/2
AT2G33710	AT3G56860	1/2
AT3G20310	AT3G56860	2/2
AT3G57920	AT3G56860	1/1
AT1G06850	AT3G56860	1/2
AT5G58900	AT3G56860	1/1
AT3G15210	AT3G56860	2/2
AT2G38340	AT3G56860	1/2
AT2G18380	AT3G56860	1/1
AT5G06950	AT3G56860	1/2
AT1G02230	AT3G56860	2/2
AT5G51190	AT3G56860	2/2
AT2G40620	AT3G56860	1/2
AT4G16750	AT3G56860	1/1
AT1G53170	AT3G56860	1/2
AT2G47070	AT3G56860	2/2
AT1G71450	AT3G56860	1/1
AT5G64750	AT3G56860	1/2
AT5G62000	AT3G56860	1/1
AT1G28160	AT3G56860	1/2
AT1G01720	AT3G56860	1/1
AT2G44840	AT3G56860	1/1
AT4G34410	AT3G56860	1/2
AT5G46830	AT3G56860	1/1
AT1G28370	AT3G56860	1/1
AT2G36010	AT3G56860	1/2
AT1G53910	AT3G56860	1/1
AT5G23930	AT3G56860	1/1
AT1G03800	AT3G56860	1/1
AT3G24120	AT3G57645	1/2
AT1G18330	AT3G57645	2/2
AT1G28470	AT3G57645	2/2
AT5G45580	AT3G57645	2/2
AT5G02460	AT3G57645	2/2
AT1G79580	AT3G57645	1/2
AT1G69010	AT3G57645	1/2
AT4G01250	AT3G57645	1/2
AT5G17300	AT3G57645	1/2
AT1G49480	AT3G57645	2/2
AT4G31800	AT3G57645	2/2
AT5G13080	AT3G57645	2/2
AT3G12250	AT3G57645	1/2
AT2G23320	AT3G57645	1/2
AT3G09600	AT3G57645	1/2
AT1G06280	AT3G57645	1/2
AT5G46350	AT3G57645	1/2
AT2G30250	AT3G57645	1/2
AT5G52830	AT3G57645	1/2
AT4G28500	AT3G57645	1/2
AT4G14770	AT3G57645	1/2
AT3G10113	AT3G57645	1/1
AT1G08320	AT3G57645	1/2
AT4G23550	AT3G57645	1/2
AT2G01940	AT3G57645	1/2
AT2G01930	AT3G57645	1/2
AT5G60130	AT3G57645	1/1
AT3G01970	AT3G57645	1/2
AT5G26170	AT3G57645	1/1
AT4G18170	AT3G57645	1/1
AT2G02080	AT3G57645	1/1
AT3G60580	AT3G57645	1/1
AT1G74480	AT3G57645	2/2
AT2G02070	AT3G57645	1/1
AT1G29860	AT3G57645	1/1
AT3G56400	AT3G57645	1/1
AT5G66730	AT3G57645	1/2
AT1G80840	AT3G57645	1/1
AT1G03840	AT3G57645	1/1
AT3G24120	AT3G58460	1/2
AT1G18330	AT3G58460	1/2
AT5G65310	AT3G58460	2/2
AT2G42200	AT3G58460	1/2
AT5G03790	AT3G58460	2/2
AT3G22830	AT3G58460	1/2
AT4G31800	AT3G58460	1/2
AT3G12250	AT3G58460	1/2
AT2G31230	AT3G58460	2/2
AT1G19850	AT3G58460	1/1
AT3G50060	AT3G58460	1/1
AT1G77920	AT3G58460	1/2
AT1G49560	AT3G58460	1/2
AT1G16490	AT3G58460	1/2
AT2G40260	AT3G58460	1/2
AT5G06100	AT3G58460	1/1
AT3G12720	AT3G58460	1/1
AT1G09540	AT3G58460	1/2
AT1G06850	AT3G58460	2/2
AT1G69780	AT3G58460	1/1
AT1G13260	AT3G58460	1/2
AT2G40620	AT3G58460	1/2
AT3G08500	AT3G58460	1/1
AT3G01530	AT3G58460	1/1
AT1G68320	AT3G58460	1/1
AT4G00250	AT3G58460	1/1
AT2G32460	AT3G58460	1/2
AT4G26030	AT3G58460	1/1
AT5G11260	AT3G58460	1/1
AT4G01680	AT3G58460	1/1
AT1G01720	AT3G58460	1/1
AT1G25340	AT3G58460	1/1
AT1G34670	AT3G58460	1/2
AT1G47655	AT3G58460	1/2
AT3G15500	AT3G58460	1/1
AT2G36010	AT3G58460	1/2
AT2G24430	AT3G58460	1/1
AT2G02450	AT3G58460	1/1
AT5G65510	AT3G58460	1/2
AT4G05100	AT3G58460	1/1
AT1G08010	AT3G58460	1/1
AT5G08330	AT3G58460	1/1
AT3G20770	AT3G58460	1/1
AT1G18330	AT3G59923	1/2
AT4G36740	AT3G59923	2/2
AT5G65310	AT3G59923	2/2
AT5G66940	AT3G59923	1/2
AT5G17300	AT3G59923	2/2
AT5G03790	AT3G59923	2/2
AT1G01060	AT3G59923	2/2
AT5G51990	AT3G59923	2/2
AT2G23320	AT3G59923	1/2
AT3G09600	AT3G59923	1/2
AT3G52440	AT3G59923	1/2
AT4G01280	AT3G59923	1/2
AT1G19850	AT3G59923	1/1
AT3G50060	AT3G59923	1/1
AT2G22540	AT3G59923	1/2
AT2G18550	AT3G59923	1/2
AT3G10113	AT3G59923	1/1
AT4G21080	AT3G59923	1/1
AT5G06100	AT3G59923	1/1
AT5G52660	AT3G59923	1/2
AT3G62420	AT3G59923	2/2
AT2G01930	AT3G59923	1/2
AT5G66700	AT3G59923	2/2
AT5G60130	AT3G59923	1/1
AT1G13260	AT3G59923	2/2
AT1G31140	AT3G59923	1/1
AT5G67300	AT3G59923	1/1
AT4G25470	AT3G59923	1/2
AT3G11440	AT3G59923	2/2
AT2G23290	AT3G59923	1/1
AT4G34590	AT3G59923	1/1
AT2G22430	AT3G59923	1/1
AT1G25340	AT3G59923	1/1
AT4G37260	AT3G59923	1/1
AT5G15830	AT3G59923	1/1
AT2G27300	AT3G59923	1/1
AT2G04038	AT3G59923	1/2
AT1G18330	AT3G60075	1/2
AT1G28470	AT3G60075	2/2
AT5G02460	AT3G60075	1/2
AT1G79580	AT3G60075	2/2
AT3G09600	AT3G60075	1/2
AT2G46770	AT3G60075	2/2
AT4G10350	AT3G60075	2/2
AT5G04410	AT3G60075	2/2
AT1G49560	AT3G60075	2/2
AT3G18400	AT3G60075	1/2
AT3G10480	AT3G60075	2/2
AT3G10113	AT3G60075	1/1
AT1G12260	AT3G60075	2/2
AT3G04060	AT3G60075	2/2
AT3G03200	AT3G60075	2/2
AT4G21040	AT3G60075	1/1
AT4G36160	AT3G60075	1/2
AT5G62380	AT3G60075	1/2
AT4G01540	AT3G60075	1/2
AT1G02230	AT3G60075	2/2
AT1G25550	AT3G60075	1/2
AT5G46590	AT3G60075	1/2
AT2G03500	AT3G60075	1/1
AT1G68670	AT3G60075	1/2
AT3G49530	AT3G60075	2/2
AT3G17730	AT3G60075	2/2
AT1G65910	AT3G60075	1/1
AT1G02250	AT3G60075	1/1
AT1G54330	AT3G60075	1/1
AT5G66300	AT3G60075	1/2
AT2G18060	AT3G60075	1/1
AT1G76420	AT3G60075	1/1
AT2G27300	AT3G60075	1/1
AT4G01550	AT3G60075	1/1
AT5G02460	AT3G63030	1/2
AT4G31800	AT3G63030	1/2
AT3G50260	AT3G63030	1/2
AT5G51990	AT3G63030	1/2
AT1G06280	AT3G63030	2/2
AT2G45410	AT3G63030	2/2
AT1G19210	AT3G63030	2/2
AT3G50060	AT3G63030	1/1
AT1G49560	AT3G63030	2/2
AT2G45420	AT3G63030	2/2
AT5G05550	AT3G63030	1/2
AT5G06100	AT3G63030	1/1
AT3G62420	AT3G63030	1/2
AT1G06850	AT3G63030	2/2
AT2G46270	AT3G63030	2/2
AT1G13260	AT3G63030	1/2
AT1G34190	AT3G63030	1/2
AT1G14687	AT3G63030	1/1
AT2G40620	AT3G63030	2/2
AT5G67300	AT3G63030	1/1
AT3G12130	AT3G63030	1/1
AT1G51700	AT3G63030	1/1
AT2G23290	AT3G63030	1/1
AT1G74480	AT3G63030	1/2
AT5G11260	AT3G63030	1/1
AT2G36270	AT3G63030	2/2
AT4G34590	AT3G63030	1/1
AT1G25340	AT3G63030	1/1
AT5G04390	AT3G63030	1/1
AT4G37260	AT3G63030	1/1
AT2G35530	AT3G63030	2/2
AT1G32150	AT3G63030	1/1
AT3G04070	AT3G63030	1/1
AT5G15830	AT3G63030	1/1
AT2G06200	AT3G63030	1/1
AT3G56850	AT3G63030	1/1
AT5G05790	AT3G63030	1/1
AT3G24120	AT4G02980	1/2
AT2G28810	AT4G02980	2/2
AT5G02460	AT4G02980	1/2
AT2G42200	AT4G02980	1/2
AT1G69010	AT4G02980	1/2
AT5G66940	AT4G02980	2/2
AT5G03790	AT4G02980	1/2
AT3G22830	AT4G02980	2/2
AT4G31800	AT4G02980	2/2
AT3G12250	AT4G02980	2/2
AT3G52440	AT4G02980	1/2
AT2G46590	AT4G02980	1/2
AT4G17980	AT4G02980	1/2
AT5G16820	AT4G02980	2/2
AT4G32730	AT4G02980	1/2
AT1G49560	AT4G02980	1/2
AT1G72740	AT4G02980	1/2
AT1G08320	AT4G02980	1/2
AT3G50410	AT4G02980	1/1
AT4G21080	AT4G02980	1/1
AT2G01940	AT4G02980	2/2
AT3G57920	AT4G02980	1/1
AT2G01930	AT4G02980	1/2
AT4G21040	AT4G02980	1/1
AT5G19790	AT4G02980	1/2
AT2G02820	AT4G02980	1/2
AT5G66700	AT4G02980	1/2
AT5G65210	AT4G02980	1/2
AT3G12130	AT4G02980	1/1
AT2G02080	AT4G02980	1/1
AT1G68670	AT4G02980	1/2
AT1G51700	AT4G02980	1/1
AT1G51220	AT4G02980	1/2
AT2G02070	AT4G02980	1/1
AT1G25340	AT4G02980	1/1
AT5G66730	AT4G02980	1/2
AT3G09735	AT4G02980	1/1
AT1G03840	AT4G02980	1/1
AT3G13810	AT4G02980	1/1
AT4G01500	AT4G02980	1/1
AT3G24120	AT4G03165	1/2
AT4G36740	AT4G03165	1/2
AT5G45580	AT4G03165	2/2
AT5G65310	AT4G03165	1/2
AT1G69010	AT4G03165	2/2
AT1G27730	AT4G03165	2/2
AT3G22830	AT4G03165	1/2
AT1G64620	AT4G03165	1/2
AT4G31800	AT4G03165	2/2
AT1G33240	AT4G03165	1/2
AT3G12250	AT4G03165	2/2
AT1G19000	AT4G03165	2/2
AT5G56840	AT4G03165	1/2
AT1G49010	AT4G03165	1/2
AT2G37590	AT4G03165	1/2
AT3G04030	AT4G03165	1/2
AT2G01060	AT4G03165	1/2
AT1G49560	AT4G03165	1/2
AT1G16490	AT4G03165	1/2
AT1G08320	AT4G03165	1/2
AT1G09540	AT4G03165	1/2
AT1G06850	AT4G03165	1/2
AT5G58900	AT4G03165	1/1
AT2G18380	AT4G03165	1/1
AT1G25550	AT4G03165	1/2
AT2G40620	AT4G03165	1/2
AT5G47390	AT4G03165	1/1
AT3G08500	AT4G03165	1/1
AT5G26170	AT4G03165	1/1
AT3G60580	AT4G03165	1/1
AT4G00250	AT4G03165	1/1
AT1G51140	AT4G03165	1/1
AT1G69180	AT4G03165	1/1
AT5G04390	AT4G03165	1/1
AT2G40740	AT4G03165	1/1
AT1G30490	AT4G03165	1/1
AT1G74840	AT4G03165	1/1
AT1G47655	AT4G03165	1/2
AT1G80840	AT4G03165	1/1
AT2G06200	AT4G03165	1/1
AT1G52150	AT4G03165	1/1
AT2G28810	AT4G13870	2/2
AT5G02460	AT4G13870	1/2
AT5G66940	AT4G13870	1/2
AT5G17300	AT4G13870	1/2
AT5G03790	AT4G13870	2/2
AT3G45610	AT4G13870	2/2
AT3G22830	AT4G13870	1/2
AT1G64620	AT4G13870	1/2
AT1G01060	AT4G13870	1/2
AT5G60850	AT4G13870	1/2
AT3G52440	AT4G13870	1/2
AT1G06280	AT4G13870	1/2
AT3G15270	AT4G13870	2/2
AT2G46590	AT4G13870	2/2
AT4G17980	AT4G13870	1/2
AT1G19210	AT4G13870	2/2
AT2G20110	AT4G13870	1/2
AT5G16820	AT4G13870	1/2
AT5G62940	AT4G13870	1/1
AT4G14770	AT4G13870	2/2
AT3G22760	AT4G13870	1/2
AT3G50410	AT4G13870	1/1
AT4G21080	AT4G13870	1/1
AT2G01940	AT4G13870	1/2
AT3G57920	AT4G13870	1/1
AT4G21040	AT4G13870	1/1
AT1G13260	AT4G13870	1/2
AT1G34190	AT4G13870	1/2
AT1G34180	AT4G13870	1/1
AT3G12130	AT4G13870	1/1
AT1G51700	AT4G13870	1/1
AT4G38000	AT4G13870	1/2
AT1G19790	AT4G13870	1/1
AT2G22430	AT4G13870	1/1
AT5G64060	AT4G13870	1/2
AT5G46830	AT4G13870	1/1
AT5G66730	AT4G13870	1/2
AT1G53910	AT4G13870	1/1
AT4G01500	AT4G13870	1/1
AT1G34370	AT4G13870	1/1
AT3G24120	AT4G13880	1/2
AT1G28470	AT4G13880	2/2
AT5G45580	AT4G13880	2/2
AT1G79580	AT4G13880	2/2
AT3G22830	AT4G13880	1/2
AT5G13080	AT4G13880	1/2
AT4G17980	AT4G13880	1/2
AT5G04410	AT4G13880	1/2
AT3G04030	AT4G13880	1/2
AT5G13180	AT4G13880	2/2
AT5G46350	AT4G13880	1/2
AT5G16820	AT4G13880	1/2
AT2G30250	AT4G13880	1/2
AT1G49560	AT4G13880	1/2
AT3G18400	AT4G13880	1/2
AT3G10480	AT4G13880	2/2
AT4G37180	AT4G13880	1/2
AT3G04060	AT4G13880	1/2
AT4G23550	AT4G13880	1/2
AT1G06850	AT4G13880	2/2
AT4G36160	AT4G13880	1/2
AT2G38340	AT4G13880	1/2
AT2G18380	AT4G13880	1/1
AT1G25550	AT4G13880	1/2
AT2G40620	AT4G13880	2/2
AT1G34180	AT4G13880	1/1
AT3G01970	AT4G13880	1/2
AT4G18170	AT4G13880	1/1
AT2G03500	AT4G13880	1/1
AT1G68670	AT4G13880	1/2
AT1G19790	AT4G13880	1/1
AT1G51140	AT4G13880	1/1
AT1G01720	AT4G13880	1/1
AT3G04070	AT4G13880	1/1
AT3G15500	AT4G13880	1/1
